producto,marca,categoria,codigo_barras,presentacion,factor_unidades,precio,stock_inicial
Gatorlit Recover Uva 591 ml,Gatorade,Bebidas,7751655001470,Unidad,1,5.0,0
Gel for men attraction ego 25 ml,Ego,Cuidado Personal,7702006204057,Unidad,1,1.0,0
Gel for men ultra fijacion ego 25 ml,Ego,Cuidado Personal,7702006208031,Unidad,1,1.0,0
Gelatina Bebible Naranja Umsha 20 g,Umsha,Abarrotes,7750243069656,Unidad,1,1.5,0
Gelatina Bebible Piña Umsha 20 g,Umsha,Abarrotes,7750243069663,Unidad,1,1.5,0
Gelatina Bebible Umsha Fresa 20 g,Umsha,Abarrotes,7750243069649,Unidad,1,1.5,0
Gelatina Doña Martha sabor chicle 130 g,Doña Martha,Confitería y Golosinas,7756047801140,Unidad,1,3.0,0
Gelatina Fresa Universal 0% azucar 19 gr.,Universal,Abarrotes,7752230867443,Unidad,1,3.5,0
Gelatina Limon Universal 0% azucar 19 gr,Universal,Abarrotes,7752230867450,Unidad,1,3.5,0
GELATINA NARANJA UMSHA 130 G,Umsha,Abarrotes,7750243086486,Unidad,1,3.5,0
Gelatina Naranja Universal 0% azucar 19 gr.,Universal,Abarrotes,7752230986984,Unidad,1,3.5,0
Gelatina Piña Universal 0% azucar 19 gr,Universal,Abarrotes,7752230986991,Unidad,1,3.5,0
Gelatina Royal Cereza 160 g,Royal,Abarrotes,7702133008511,Unidad,1,5.0,0
Gelatina Royal Fresa 160 g,Royal,Abarrotes,7702133008498,Unidad,1,5.0,0
Gelatina Royal Limon 160 g,Royal,Abarrotes,7702133008559,Unidad,1,5.0,0
Gelatina Royal Naranja 160 g,Royal,Abarrotes,7702133008535,Unidad,1,5.0,0
Gelatina Royal Piña 160 g,Royal,Abarrotes,7702133008573,Unidad,1,5.0,0
Gelatina sabor Carambola Umsha x 120 g,Umsha,Abarrotes,7750243082327,Unidad,1,3.5,0
GELATINA SABOR FRESA UMSHA130 G,Umsha,Abarrotes,7750243086462,Unidad,1,3.5,0
GELATINA SABOR LIMON UMSHA 130 G,Umsha,Abarrotes,7750243073516,Unidad,1,3.5,0
GELATINA SABOR PIÑA UMSHA 130 G,Umsha,Abarrotes,7750243073547,Unidad,1,3.5,0
GELATINA SABOR UVA UMSHA 130 G,Umsha,Abarrotes,7750243086509,Unidad,1,3.5,0
Gelatina Universal Fresa 130 gr,Universal,Abarrotes,7752230004428,Unidad,1,3.8,0
Gelatina Universal Limón 130 gr,Universal,Abarrotes,7752230004459,Unidad,1,3.8,0
Gelatina Universal Naranja 130 gr,Universal,Abarrotes,7752230004435,Unidad,1,3.8,0
Gelatina Universal Piña 130 g,Universal,Abarrotes,7752230004442,Unidad,1,3.8,0
Gelatina Universal Uva 130 gr,Universal,Abarrotes,7752230004466,Unidad,1,3.8,0
Gelatina Yopi sabor Naranja x 120 gr,Yopi,Lácteos,7750151009034,Unidad,1,1.5,0
Gelatina Yopi sabor piña   120 gr,Yopi,Lácteos,7750151009041,Unidad,1,1.5,0
Gelatines Platanos Docile 80 gr,Docile,Frutas y Verduras,7896451908810,Unidad,1,2.5,0
Gelatines Unicornio Docile 80 gr.,Docile,Confitería y Golosinas,7896451913869,Unidad,1,2.5,0
Gents Preservativos  3X  x 3 unid.,Gents,Cuidado Personal,7759307012812,Unidad,1,3.5,2
Gents Preservativos Anatomico x 3 unid.,Gents,Cuidado Personal,7759307012744,Unidad,1,3.5,2
Gents Preservativos Clásico x 3 unid.,Gents,Cuidado Personal,7759307012768,Unidad,1,3.5,4
Gents Preservativos Menta x 3 unid.,Gents,Cuidado Personal,7759307012799,Unidad,1,3.5,3
Gents Preservativos Platano x 3 unid.,Gents,Cuidado Personal,7759307012805,Unidad,1,3.5,3
Gents Preservativos Retardante x 3,Gents,Cuidado Personal,7759307012775,Unidad,1,3.5,0
Gillette Prestobarba 3 (X2),Gillette,Cuidado Personal,7500435161244,Unidad,1,7.5,0
Gin Beefeater London London seco 750 ml,Beefeater,Licores y Cervezas,5000329002254,Unidad,1,55.0,0
Gin Beefeater London Sabor blackberry 1 L,Beefeater,Licores y Cervezas,5000299618578,Unidad,1,88.0,0
Gin Beefeater Pink London Dry  75 cl,Beefeater,Licores y Cervezas,5000299618073,Unidad,1,75.0,0
GIN BOMBAY SAPPHIRE LONDON SECO 750 ML,Bombay Sapphire,Licores y Cervezas,7640175740047,Unidad,1,74.0,1
Gin Boticario Sabor blueberry 700 ml,Boticario,Licores y Cervezas,,Unidad,1,95.0,0
GIN BOTICARIO SABOR FRUTOS ROJOS 700 ML,Boticario,Licores y Cervezas,7757408000028,Unidad,1,95.0,1
Gin Boticario Seco 700 ml,Boticario,Licores y Cervezas,,Unidad,1,95.0,0
Gin Gordons London seco 75 cl,Gordon's,Licores y Cervezas,5000289020701,Unidad,1,46.0,1
Gin Tanqueray London Gin 750 ml,Tanqueray,Licores y Cervezas,5000291020706,Unidad,1,72.0,0
GINGER ALE SCHWEPPES GINGER ALE 1.5 L,Schweppes,Bebidas,7750182002196,Unidad,1,7.0,0
GLACITAS CHOCOLATE VICTORIA 32 G,Victoria,Confitería y Golosinas,7750243084147,Unidad,1,1.0,0
GLACITAS CHOCONIEVE VICTORIA 30 G,Victoria,Confitería y Golosinas,7750243084161,Unidad,1,1.0,0
GLACITAS FRESA VICTORIA 32 G,Victoria,Confitería y Golosinas,7750243084109,Unidad,1,1.0,0
GLACITAS TOFFEE VICTORIA 30 G,Victoria,Confitería y Golosinas,7750243084123,Unidad,1,1.0,0
Glade Aromatizador Hawaiian Breeze x 357 g,Glade,Limpieza del Hogar,46500005602,Unidad,1,9.5,0
Glade Aromatizador Mora Radiente x 357 g,Glade,Limpieza del Hogar,7501032930851,Unidad,1,9.5,0
Gloria Base tres leches,Gloria,Lácteos,7751271038393,Unidad,1,6.5,0
Gloria Leche c/ quinua lata 390 gr,Gloria,Lácteos,7751271037402,Unidad,1,4.2,0
"Gloria Leche c/ quinua,kiwicha,cañihua lata 390 gr",Gloria,Lácteos,7751271037419,Unidad,1,4.2,0
Golden Bot. Vidrio 620 ml,Golden,Licores y Cervezas,7753749003544,Unidad,1,54.0,0
GOLDEN LATON SIXPACK 473 ML,Golden,Licores y Cervezas,7753749008655,Unidad,1,24.0,0
Gomas de gelatina flipy Ambrosoli 90 g,Ambrosoli,Confitería y Golosinas,7750885019248,Unidad,1,2.5,0
Gomas Loop Ambrosoli 90 g,Ambrosoli,Confitería y Golosinas,7750885019262,Unidad,1,2.5,0
Gomas Mogul extreme acido Arcor 35 g,Arcor,Confitería y Golosinas,7790580116965,Unidad,1,1.5,0
Gomas Mogul frutales Arcor 35 g,Arcor,Confitería y Golosinas,7790580602000,Unidad,1,1.5,0
Gomita Candy Pizza Trolli x und,Trolli,Confitería y Golosinas,4003084880410,Unidad,1,1.5,0
Gomitas Ambroreino x 90 gr,Ambrosoli,Confitería y Golosinas,7750885025591,Unidad,1,2.5,0
Gomitas Ambrosia 90 gr,Ambrosoli,Confitería y Golosinas,7750885019255,Unidad,1,2.5,0
Gomitas Ambrosito Acido 90 gr.,Ambrosoli,Confitería y Golosinas,7750885023856,Unidad,1,2.5,0
Gomitas aros Trululú 80 g,Trululú,Confitería y Golosinas,7702993048092,Unidad,1,2.5,0
Gomitas Bananos 80 g Trululú,Trululú,Confitería y Golosinas,7702993043868,Unidad,1,2.5,0
Gomitas de gelatina cerditos play Ambrosoli 70 g,Ambrosoli,Confitería y Golosinas,7750885023375,Unidad,1,2.5,0
Gomitas de gelatina ositos Ambrosoli 90 g,Ambrosoli,Confitería y Golosinas,7750885019231,Unidad,1,2.5,0
Gomitas Dentaduras Fini 90 gr,Fini,Confitería y Golosinas,7898279790417,Unidad,1,2.8,0
Gomitas dino Trululú 80 g,Trululú,Confitería y Golosinas,7702993048177,Unidad,1,2.5,0
Gomitas Donas Play 70 gr,Genérico,Confitería y Golosinas,7750885023382,Unidad,1,2.5,0
Gomitas EnaMORAS ambrosoli 70 gr,Ambrosoli,Confitería y Golosinas,7750885023399,Unidad,1,2.5,0
Gomitas Feroz Acidos Trululú 77 g,Trululú,Confitería y Golosinas,7702993045701,Unidad,1,2.5,0
Gomitas Finiburguers 90 g,Genérico,Confitería y Golosinas,7908228804253,Unidad,1,2.8,0
Gomitas Frericas Ambrosoli 90 gr,Ambrosoli,Confitería y Golosinas,7750885023955,Unidad,1,2.5,0
Gomitas fresitas Trululú 80 g,Trululú,Confitería y Golosinas,7702993047583,Unidad,1,2.5,0
Gomitas Gusanos Acidos Fini 90 gr,Fini,Confitería y Golosinas,7898279792039,Unidad,1,2.8,0
Gomitas gusanos acidos Trululú 80 g,Trululú,Confitería y Golosinas,7702993028261,Unidad,1,2.5,0
Gomitas gusanos Trululú 80 g,Trululú,Confitería y Golosinas,7702993048061,Unidad,1,2.5,0
Gomitas Haribo Ositos 35 gr,3 Ositos,Confitería y Golosinas,9002975307857,Unidad,1,2.5,0
Gomitas Huevos Fritos Fini 90 g,Fini,Confitería y Golosinas,7898591451591,Unidad,1,2.8,0
Gomitas Lenguas Trululú 80 gr,Trululú,Confitería y Golosinas,7702993042397,Unidad,1,2.5,0
Gomitas Monstry Trululú 75 gr.,Trululú,Confitería y Golosinas,7702993042403,Unidad,1,2.5,0
Gomitas Moras Fini 90 gr,Fini,Confitería y Golosinas,7898279790431,Unidad,1,2.8,0
Gomitas Neon Trululú 88 gr,Trululú,Confitería y Golosinas,7702993042427,Unidad,1,2.5,0
Gomitas oro Trululú 80 g,Trululú,Confitería y Golosinas,7702993048474,Unidad,1,2.5,0
Gomitas para Chupar Fusion Oka Loka Frambuesa,Genérico,Confitería y Golosinas,7702993019887,Unidad,1,1.0,0
Gomitas para Chupar Fusion Oka Loka Fresa,Genérico,Confitería y Golosinas,7702993019573,Unidad,1,1.0,0
Gomitas sabor frutal casquitos Trululú 80 g,Trululú,Confitería y Golosinas,7702993048108,Unidad,1,2.5,0
Gomitas sabores Trululú 90 g,Trululú,Confitería y Golosinas,7702993028483,Unidad,1,2.5,0
Gomitas sandias acidas Trululú 80 g,Trululú,Confitería y Golosinas,7702993047620,Unidad,1,2.5,0
Gomitas Sirena Trululú 88 gr,Trululú,Confitería y Golosinas,7702993046913,Unidad,1,2.5,0
Gomitas Splash Trululú,Trululú,Confitería y Golosinas,7702993047606,Unidad,1,2.5,0
Gomitas Trululu Aros Mix Acidas 80 gr,Trululú,Confitería y Golosinas,7702993055489,Unidad,1,2.5,0
Gomitas Trululu Mutantes Splash 80 gr,Trululú,Confitería y Golosinas,7702993055502,Unidad,1,2.5,0
Gomitas Trululu Nanos 80 gr.,Trululú,Confitería y Golosinas,7702993055496,Unidad,1,2.5,0
Grageas colores sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,0
Gran Plus  Minis Perro Cachorro Pollo y Arroz x Kg,Gran Plus,Abarrotes,,Unidad,1,14.0,0
Gran Plus Cachorro Carne y Arroz x Kg,Gran Plus,Abarrotes,,Unidad,1,14.0,2
Gran Plus Gatito Pollo/ Arroz x Kg,Gran Plus,Abarrotes,,Unidad,1,19.0,0
Gran Plus Gato Adulto Pollo y Arroz x Kg,Gran Plus,Abarrotes,,Unidad,1,19.0,0
GRAN PLUS GATO CASTRADO SALMON Y ARROZ X KG,Gran Plus,Abarrotes,,Unidad,1,19.5,0
Gran Plus Minis Perro Adulto  Pollo y Arroz x Kg,Gran Plus,Abarrotes,,Unidad,1,14.0,4
Gran Plus Perro Adulto Pollo y Arroz x Kg,Gran Plus,Abarrotes,,Unidad,1,14.0,2
granadilla x und,Genérico,Frutas y Verduras,,Unidad,1,1.0,0
Granola Con Miel de Abeja 400 gr,Genérico,Abarrotes,5857456002486,Unidad,1,13.0,0
Granola con miel Union x 400 g,Unión,Abarrotes,7752056002486,Unidad,1,13.0,1
Granola con Pasas y Almendras Union 400 gr,Unión,Abarrotes,7752056002509,Unidad,1,14.0,0
Granola Crunchy Union 270 gr,Unión,Abarrotes,7752056002479,Unidad,1,13.0,0
GRANOLA GRANOS ANDINOS 500 G,Genérico,Abarrotes,,Unidad,1,8.5,0
Granola Granos Andinos Union,Unión,Abarrotes,7752056002493,Unidad,1,13.0,1
Granola Mix Mundo Natural x 80 g,Mundo Natural,Abarrotes,7754295000261,Unidad,1,2.0,0
Granola productos andinos 70 g,Genérico,Abarrotes,7751451000035,Unidad,1,2.0,0
Granola Productos Andinos x 200 g,Genérico,Abarrotes,2658945632152,Unidad,1,3.5,0
Grated de atun en aceite vegetal Marinero 140 g,Marinero,Abarrotes,7751158012126,Unidad,1,3.5,0
Grated de atun en aceite vegetal Nicolini 140 g,Nicolini,Abarrotes,7750243072359,Unidad,1,3.5,0
Grated de atun en acite vegetal Fanny 140 g,Fanny,Abarrotes,7750885023726,Unidad,1,4.5,0
Grated de atun en agua Fanny 140 g,Fanny,Bebidas,7750885023719,Unidad,1,4.5,0
Griego Pulpa Frutos Rojos 800 gr.,Genérico,Lácteos,7751271037815,Unidad,1,9.5,0
Grosso Chicle Surtido Arcor,Arcor,Confitería y Golosinas,,Unidad,1,0.3,0
GUANTES  DKASA CORRUGADO L,Dkasa,Limpieza del Hogar,7759918004572,Unidad,1,7.5,0
Guantes  Virutex Corrugado talla L x unid.,Virutex,Limpieza del Hogar,7707173061021,Unidad,1,7.5,0
Guantes Asatex Talla L,Asatex,Limpieza del Hogar,,Unidad,1,3.5,0
Guantes Asatex Talla M,Asatex,Limpieza del Hogar,,Unidad,1,3.5,0
Guantes Asatex Talla S,Asatex,Limpieza del Hogar,,Unidad,1,3.5,0
GUANTES DKASA CORRUGADO M,Dkasa,Limpieza del Hogar,7759918004565,Unidad,1,7.5,0
Guantes Impeke Multiuso interior gamuzado talla M,Impeke,Limpieza del Hogar,7806810116350,Unidad,1,3.5,0
Guantes Nitrilo,Genérico,Limpieza del Hogar,,Unidad,1,16.0,0
Guantes Virutex Corrugado talla M 1 und ud.,Virutex,Limpieza del Hogar,7707173041023,Unidad,1,7.5,0
Guantes Virutex Corrugado talla S 1 und ud.,Virutex,Limpieza del Hogar,7707173021025,Unidad,1,7.5,0
Guarana original Backus 3.01 L,Backus,Bebidas,7753749001649,Unidad,1,7.0,0
Guarana Original Backus 450 ml,Backus,Bebidas,7753749003186,Unidad,1,2.0,0
Guindon sobre SM 1 unidad,Genérico,Abarrotes,,Unidad,1,1.0,5
Guindones a granel x Kg,Genérico,Frutas y Verduras,7751234014709,Unidad,1,25.0,0
Gusanos Acidos Ambrosoli x 90 g,Ambrosoli,Confitería y Golosinas,7750885020046,Unidad,1,2.5,0
Habas fritas a granel x kg,Genérico,Frutas y Verduras,7751234013276,Unidad,1,30.0,0
Hacienda del Abuelo Borgoña 375 ml,Hacienda del Abuelo,Licores y Cervezas,7758584000390,Unidad,1,13.0,0
HACIENDA DEL ABUELO BORGOÑA 750 ML,Hacienda del Abuelo,Licores y Cervezas,7758584000123,Unidad,1,19.0,3
Hacienda del Abuelo Pisco Quebranta 250 ml,Hacienda del Abuelo,Licores y Cervezas,7758584000338,Unidad,1,14.0,0
Hacienda del Abuelo Rose 375 ml,Hacienda del Abuelo,Licores y Cervezas,7758584000406,Unidad,1,13.0,0
HACIENDA DEL ABUELO ROSE 750 ML,Hacienda del Abuelo,Licores y Cervezas,7758584000130,Unidad,1,19.0,0
HACIENDA DEL ABUELO TINTO SEMI SECO 750 ML,Hacienda del Abuelo,Licores y Cervezas,7758584000154,Unidad,1,19.0,0
Halls caramelo barra cereza 10 und,Halls,Confitería y Golosinas,,Unidad,1,1.5,0
Halls Caramelo Barra Extra Fuerte x 9 und,Halls,Confitería y Golosinas,,Unidad,1,1.5,0
Halls Caramelo barra fruit mix 9 und,Halls,Confitería y Golosinas,7622210427199,Unidad,1,1.5,0
Halls caramelo barra limon y miel 9 und,Halls,Confitería y Golosinas,7622201776459,Unidad,1,1.5,0
Halls caramelo barra mentol 10 und,Halls,Confitería y Golosinas,0078938823,Unidad,1,1.5,0
Halls caramelo barra mora azul 9 und,Halls,Confitería y Golosinas,7622210427137,Unidad,1,1.5,0
Halls caramelo barra yerbabuena 9 und,Halls,Confitería y Golosinas,7702133815782,Unidad,1,1.5,0
Hamburg. Pechuga Pollo cajax4 und,Genérico,Embutidos y Fiambres,7755044000105,Unidad,1,9.5,0
Hamburguesa Carne La Casera  San Fernando x Unid.,San Fernando,Embutidos y Fiambres,,Unidad,1,1.3,9
Hamburguesa de Carne La Granjita x und,La Granjita,Embutidos y Fiambres,,Unidad,1,1.5,0
Hamburguesa de Pollo La Granjita x und,La Granjita,Embutidos y Fiambres,,Unidad,1,1.5,0
Hamburguesa Pechuga Pollo Caja x 4 unidades,Genérico,Embutidos y Fiambres,7755044000105,Unidad,1,9.0,0
Hamburguesa Pechuga Pollo rico pollo x und,Rico Pollo,Embutidos y Fiambres,,Unidad,1,1.6,0
Happy Rabbit desgasta Dientes,Happy Rabbit,Mascotas,,Unidad,1,10.0,2
Happy Rabbit Mordedor de Pino,Happy Rabbit,Mascotas,,Unidad,1,10.0,1
Harina Blanca Flor 1 kg,Blanca Flor,Abarrotes,7750243006880,Unidad,1,8.0,0
Harina de soya a granel x kg,Genérico,Abarrotes,7751234013023,Unidad,1,5.0,0
Harina de trigo S/Preparar Nicolini 180 g,Nicolini,Abarrotes,7750243076586,Unidad,1,1.2,0
HARINA FAVORITA S/PREPAR. 180 G,Genérico,Abarrotes,7750243076579,Unidad,1,1.2,0
Harina Inkarepa 1 kg,Inkarepa,Abarrotes,7759473000019,Unidad,1,6.2,0
HARINA PAN BLANCO 1 KG,Genérico,Panadería,7702084137520,Unidad,1,7.0,0
Harina preparada Blanca Flor 1.0 kg,Blanca Flor,Abarrotes,7750243079419,Unidad,1,8.0,0
Harina preparada Molitalia 1.0 kg,Molitalia,Abarrotes,7750885016919,Unidad,1,7.5,0
Harina sin preparar Molitalia 180 g,Molitalia,Abarrotes,7750885016940,Unidad,1,1.2,0
Harina Trigo Especial a granel x kg,Genérico,Abarrotes,7751234012989,Unidad,1,3.5,0
helado  Sublime pote 900 ml,Nestlé,Confitería y Golosinas,7613287905864,Unidad,1,23.0,0
Helado Frio Rico Crocante Caramelo 900 ml,Rico Pollo,Confitería y Golosinas,8445290952769,Unidad,1,26.0,0
Helado Morochas 900 ml,D'Onofrio,Helados y Congelados,8445291078819,Unidad,1,23.0,0
Helado Princesa pote x 900 ml,Genérico,Confitería y Golosinas,8445291078734,Unidad,1,23.0,0
Helado Sublime  x 80 ml,Nestlé,Confitería y Golosinas,8445291483552,Unidad,1,3.0,0
Helado sublime con mani nestle 59 g,Nestlé,Confitería y Golosinas,8445290063977,Unidad,1,3.5,0
Helado Sublime Lúcuma 80 ml,Nestlé,Confitería y Golosinas,8445290715234,Unidad,1,3.0,0
Heno de Pravia Antibacterial 150 gr,Heno de Pravia,Cuidado Personal,7702538111502,Unidad,1,5.5,0
Heno de Pravia Hidratante 150 gr,Heno de Pravia,Cuidado Personal,8410225005568,Unidad,1,5.5,0
Heno de Pravia Original Jabon 150 g,Heno de Pravia,Cuidado Personal,7702538121501,Unidad,1,5.5,0
Hepabionta forte,Hepabionta,Cuidado Personal,,Unidad,1,2.0,24
Hershey's Tableta Cookies n'cream,Hershey's,Confitería y Golosinas,34000702152,Unidad,1,3.5,0
Hershey's Chocolate x 20 g,Hershey's,Confitería y Golosinas,7898292888740,Unidad,1,1.5,0
Hielo Icepack 1 kg,Icepack,Bazar y Otros,7754054509028,Unidad,1,2.5,0
Hielo Icepack 2.5 kg,Icepack,Bazar y Otros,7754054509011,Unidad,1,5.0,0
Hierba Luisa Del Valle 25 und,Del Valle,Abarrotes,7750520000105,Unidad,1,2.5,3
Hierba Luisa Del Valle x und,Del Valle,Abarrotes,,Unidad,1,0.1,85
HIERBA LUISA MC COLINS  25 UND,Mc Colins,Abarrotes,7750477080120,Unidad,1,3.5,0
Hierba Luisa Mc Colins caja 100 und,Mc Colins,Abarrotes,7752285020787,Unidad,1,7.5,0
Hierba Luisa Mc Colins x und,Mc Colins,Abarrotes,,Unidad,1,0.15,0
hilos varios x unidad,Genérico,Bazar y Otros,,Unidad,1,0.2,97
Hisopo Baby Gardy hisopos 100 uni 100 uni,Baby Gardy,Cuidado Personal,7750045270014,Unidad,1,2.0,0
Hisopo Santole hisopos 100 uni 100 uni,Santole,Cuidado Personal,4799020770135,Unidad,1,2.0,0
Hisopo WC Hisopo,Genérico,Cuidado Personal,,Unidad,1,6.5,1
HIT  355ML  TODOS LO SABORES,Genérico,Bebidas,00032025,Unidad,1,5.5,11
HOJA DE AFEITAR GILLETTE 5 UND,Gillette,Cuidado Personal,7500435170932,Unidad,1,2.5,12
Hongos y laurel sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,0
Hornimans Miel y Limón,Hornimans,Abarrotes,7750632000611,Unidad,1,3.0,0
Hornimans Surtido de Infusiones,Hornimans,Abarrotes,7750632006347,Unidad,1,3.5,0
hot dog ahumado de pollo San Fernando,San Fernando,Embutidos y Fiambres,7750946005647,Unidad,1,4.5,0
hot dog con pollo,Genérico,Embutidos y Fiambres,,Unidad,1,3.0,0
HOT DOG SUIZA X 5 UND  200 GR,Suiza,Embutidos y Fiambres,7750151008570,Unidad,1,3.0,0
HPNOTIQ licor vodka coñac y jugo tropical 750 ml,HPNOTIQ,Licores y Cervezas,736040011064,Unidad,1,95.0,0
Huancaina alacena 85 g,Alacena,Abarrotes,7750243043915,Unidad,1,3.5,0
Huancaina Alacena x 400 g,Alacena,Abarrotes,7750243042932,Unidad,1,12.5,0
Huancaina Walibi 200 gr,Walibi,Abarrotes,7752187001334,Unidad,1,6.5,0
huevito chocolate c/juguete 20 g,Genérico,Confitería y Golosinas,4828699465056,Unidad,1,1.5,0
huevito sorpresa Barbella,Genérico,Confitería y Golosinas,8699462604387,Unidad,1,1.5,0
Huevos a granel x kg,Genérico,Frutas y Verduras,7751234013856,Unidad,1,7.0,0
Huevos por plancha (X30 unid),Genérico,Abarrotes,7751234014525,Unidad,1,16.0,0
Huggies Active Sec XXG,Huggies,Cuidado Personal,7751493008488,Unidad,1,1.4,0
HUGGIES XG,Huggies,Cuidado Personal,7751493008464,Unidad,1,1.2,0
IDEAL PH UNA HOJA 6 ROLLOS,Genérico,Cuidado Personal,7751028000604,Unidad,1,7.0,0
Ilusion de Chocolate La Iberica 110 g,La Ibérica,Confitería y Golosinas,7750060001099,Unidad,1,26.0,0
Imperdibles pequeños Pqt (50 und),Genérico,Bazar y Otros,,Unidad,1,5.0,6
Inca Kola lata 350 ml,Inca Kola,Bebidas,7801610277829,Unidad,1,5.0,0
Inca Kola retornable PET 2 L,Inca Kola,Bebidas,7750236552035,Unidad,1,6.3,0
Inca Kola retornable VR 1 L,Inca Kola,Bebidas,,Unidad,1,4.0,0
Inca Kola S/A 500 ml.,Inca Kola,Bebidas,7750182003322,Unidad,1,2.7,0
INCA KOLA SABOR ORIGINAL 1 L,Inca Kola,Bebidas,7750182003339,Unidad,1,5.5,0
INCA KOLA SABOR ORIGINAL 2.5 L,Inca Kola,Bebidas,7750182007474,Unidad,1,10.5,0
INCA KOLA SABOR ORIGINAL 3 L,Inca Kola,Bebidas,7750236544092,Unidad,1,13.0,0
INCA KOLA SABOR ORIGINAL 600 ML,Inca Kola,Bebidas,7750182006088,Unidad,1,3.5,0
INCA KOLA SIN AZUCAR 300 ML,Inca Kola,Bebidas,7750182003834,Unidad,1,1.6,0
Inca Kola VR 192 ml,Inca Kola,Bebidas,,Unidad,1,1.2,0
Inca Kola VR 296 ml vidrio,Inca Kola,Bebidas,,Unidad,1,1.5,0
Inca Kola VR retornable 1.5 L,Inca Kola,Bebidas,7750182005814,Unidad,1,5.5,0
Incasur galleta frutas confitadas 30 gr,Incasur,Confitería y Golosinas,7750960006316,Unidad,1,1.5,0
incasur galleta quinua menta c/ chispas chocolate,Incasur,Confitería y Golosinas,7750960006323,Unidad,1,1.5,0
Incasur Galleta Quinua y Ajonjoli 30 g,Incasur,Confitería y Golosinas,7750960004473,Unidad,1,1.5,0
incasur galleta quinua y chocolate 30 g,Incasur,Confitería y Golosinas,7750960005449,Unidad,1,1.5,0
incasur galleta quinua y coco rallado 30 g,Incasur,Confitería y Golosinas,7750960004480,Unidad,1,1.5,0
incasur galleta quinua y frutos rojos 30 g,Incasur,Confitería y Golosinas,7750960004497,Unidad,1,1.5,0
Incasur Galletas Naranja 30 gr,Incasur,Confitería y Golosinas,7750960006309,Unidad,1,1.5,0
Incienso surtido (x8),Genérico,Bazar y Otros,,Unidad,1,1.2,0
Inka Chips Jalapeños 135 gr,Inka Chips,Snacks,7750526003001,Unidad,1,7.5,0
Inka Chips Queso & Cebolla 135 gr,Inka Chips,Lácteos,7750526002769,Unidad,1,7.5,0
Innobar Spearmint 7000Puffs 5% NIC,Innobar,Cigarrillos y Vapes,6921426642923,Unidad,1,58.0,0
Innobar Tropical Gummy 7000Puffs 5% NIC,Innobar,Cigarrillos y Vapes,6921426642978,Unidad,1,58.0,0
Intipalka SQ Sauvignon Blanc 750 ml,Intipalka,Licores y Cervezas,7758218000413,Unidad,1,32.0,0
Jabon Bolivar Cuidado bebes y niños 190 gr,Bolívar,Cuidado Personal,7750243081566,Unidad,1,3.2,0
JABON BOLIVAR FLORAL CUIDADO TOTAL 190 GR,Bolívar,Cuidado Personal,7750243079990,Unidad,1,3.0,0
Jabon Bolivar Limon nueva imagen 190g,Bolívar,Cuidado Personal,7750243080729,Unidad,1,3.2,0
Jabon Camay botanicals clasico 125 g,Camay,Cuidado Personal,7891150044500,Unidad,1,3.8,0
Jabon Camay botanicals jazmin 125 g,Camay,Cuidado Personal,7891150066250,Unidad,1,3.8,0
Jabon Camay botanicals jazmin 85 g,Camay,Cuidado Personal,7891150066267,Unidad,1,3.0,0
Jabon Camay botanicals rosas francesas 125 g,Camay,Cuidado Personal,7891150066243,Unidad,1,3.8,0
Jabon de Tocador F.D. Antibact. Frutos Rojos 400 ml,Family Doctor,Cuidado Personal,7750045136884,Unidad,1,5.5,0
Jabón de tocador family doctor frescura cítrica 400 ml,Family Doctor,Cuidado Personal,7750045136921,Unidad,1,5.5,1
Jabón de tocador family doctor suave vainilla 400 ml,Family Doctor,Cuidado Personal,7750045136907,Unidad,1,5.5,1
Jabon Dove Antibacterial x 90 g,Dove,Cuidado Personal,7891150075382,Unidad,1,4.0,0
Jabon Dove Anti-Stress Micelar x 90 g,Dove,Cuidado Personal,7891150057470,Unidad,1,4.0,0
Jabon Dove Indulgente x 90 g,Dove,Cuidado Personal,7891150034075,Unidad,1,4.0,0
Jabon Dove karite x 90 g,Dove,Cuidado Personal,7891150019560,Unidad,1,4.0,0
Jabon Dove Original x 90 g,Dove,Cuidado Personal,7898422746759,Unidad,1,4.0,0
Jabon Dove Piel Sensible 90 g,Dove,Cuidado Personal,7891150095618,Unidad,1,4.0,0
Jabon Dove revigorizante x 90 g,Dove,Cuidado Personal,7891150043923,Unidad,1,4.0,0
Jabón Glicerina Aloe Vera Bel Natur 90 gr,Bel Natur,Cuidado Personal,7750465004671,Unidad,1,3.5,0
Jabon Glicerina Avena Bel Natur 90 gr.,Bel Natur,Abarrotes,7750465010047,Unidad,1,3.5,0
Jabon Glicerina Miel Bel Natur 90 gr,Bel Natur,Cuidado Personal,7750465004657,Unidad,1,3.5,0
Jabón Glicerina Natural Bel Natur 90 gr,Bel Natur,Cuidado Personal,7750465004626,Unidad,1,3.5,0
Jabon Glicerina Rosa Mosqueta Bel Natur 90 gr.,Bel Natur,Cuidado Personal,7750465004688,Unidad,1,3.5,0
Jabón Glicerina Rosas y Limón 110 gr,Genérico,Cuidado Personal,7750073003585,Unidad,1,3.5,0
Jabon Johnsons Adulto Original x 110 g,Johnson's,Cuidado Personal,7702031414346,Unidad,1,4.0,0
